name,address,phone,note,update_date,lat,lng,chain,category2,category3,ONS_ID,Nbhd,Nbhd_FR
Canadian Tire Gas Bar,"1660 Merivale Road, Nepean, ON, K2G 3K4",6132262207,NA,2021-08-26,45.3434663,-75.729508,TRUE,convenience,gas station,99,Tanglewood, 
Canadian Tire Gas Bar,"2135 Robertson Road, Nepean, ON, K2H 5Z2",6138299580,NA,2021-08-26,45.3218168,-75.8362395,TRUE,convenience,gas station,7,Bells Corners West,Bells Corners Ouest
Canadian Tire Gas Bar,"4776 Bank Street, Gloucester, ON, K1T 0K8",6138221289,NA,2021-08-26,45.3185859,-75.5945576,TRUE,convenience,gas station,921,Findlay Creek, 
Canadian Tire Gas Bar,"4778 Bank Street, Gloucester, ON, K1T 0K8",6138226869,NA,2021-08-26,45.3180646,-75.5927572,TRUE,convenience,gas station,921,Findlay Creek, 
Canadian Tire Gas Bar,"500 Terry Fox Drive, Kanata, ON, K2T 1C3",6132548366,NA,2021-08-26,45.3086126,-75.916439,TRUE,convenience,gas station,928,Kanata Lakes - Arcardia, 
Canadian Tire Gas Bar,"2201 Greenbank Road, Nepean, ON, K2J 4Y6",6138252766,NA,2021-08-26,45.2725923,-75.7468452,TRUE,convenience,gas station,937,Old Barrhaven East,Old Barrhaven Est
Canadian Tire Gas Bar,"2501 Greenbank Road, Nepean, ON, K2J 4Y6",6138235278,NA,2021-08-26,45.272268,-75.7457082,TRUE,convenience,gas station,937,Old Barrhaven East,Old Barrhaven Est
Canal Ritz Restaurant,"375 Queen Elizabeth Drive, Ottawa, ON K1S 5M5",NA,"Italian, Canadian (New)",2021-08-26,45.4017693,-75.6803244,FALSE,specialty,deli meat cheese,923,Glebe - Dows Lake,Glebe â€“ Lac Dows
Cantors Bakery & Delicatessen,"255 Albert St, Ottawa, ON K1P 6A9",NA,NA,2021-08-26,45.4197984,-75.7011578,FALSE,specialty,bakery,24,Centretown,Centre-Ville
Capital Buns Bakery,"2440 Bank Street, Ottawa, ON K1V 8S1",NA,Bakeries,2021-08-26,45.3535284,-75.6481363,FALSE,specialty,bakery,97,South Keys - Greenboro West,South Keys - Greenboro Ouest
Capital Diner,"164 Laurier Avenue W, Ottawa, ON K1P 5J4",NA,"Diners, Breakfast &amp; Brunch, Sandwiches",2021-08-26,45.4203023,-75.6942268,FALSE,specialty,deli meat cheese,24,Centretown,Centre-Ville
Carb Free Baking Co.,"52 Antares Dr, Ottawa, ON K2E 7Z1",NA,"Desserts, Bakeries, Specialty Food",2021-08-26,45.3310377,-75.7103622,FALSE,specialty,bakery,51,Hunt Club South Industrial,Hunt Club Sud Industriel
Cards & Mags Plus,"25 McArthur Ave, Vanier, ON K1L 6R3",NA,Convenience Stores,2021-08-26,45.4313724,-75.667942,FALSE,convenience,regular,954,Vanier South,Vanier Sud
Carmelito,"354 Preston Street, Ottawa, ON K1S 4M7",NA,"Coffee &amp; Tea, Bakeries, Desserts",2021-08-26,45.4017854,-75.7105634,FALSE,specialty,bakery,957,West Centretown,Centre-Ville Ouest
Carmelito Cafe,"605 Longfields Drive, Ottawa, ON K2J 4X1",NA,"Coffee &amp; Tea, Desserts, Bakeries",2021-08-26,45.2849643,-75.7448265,FALSE,specialty,bakery,937,Old Barrhaven East,Old Barrhaven Est
Carp Bakery,"461 Donald B Munro Drive, Ottawa, ON K0A 1L0",NA,Bakeries,2021-08-26,45.3447291,-76.0380015,FALSE,specialty,bakery,911,Carp, 
Carson Fresh Grocer | Halal Meat and Bangladeshi Fish,"876 Montreal Rd, Ottawa, ON K1K 4L3",NA,NA,2021-08-26,45.4457968,-75.6301564,FALSE,grocery,small,912,Carson Grove - Carson Meadows, 
Casa Dei Panini,"52 Antares Drive, Ottawa, ON K2E 7Z1",NA,"Sandwiches, Italian, Breakfast &amp; Brunch",2021-08-26,45.3310377,-75.7103622,FALSE,specialty,deli meat cheese,51,Hunt Club South Industrial,Hunt Club Sud Industriel
Casa Nicastro Delicatessen,"304 Preston St, Ottawa, ON",(613) 238-2018,"Delis, Sandwiches, Specialty Food",2021-07-06,45.4034261,-75.7113838,FALSE,grocery,small,957,West Centretown,Centre-Ville Ouest
Cassis Gelato et Sorbet Maison,"68 Rue Principale, Gatineau, QC J9H 3M6",NA,"Ice Cream &amp; Frozen Yogurt, Desserts",2021-08-26,45.3945144,-75.8478468,FALSE,specialty,bakery,NA,NA,NA
Ceci Cela Convenient Store,"50 O'connor St, Ottawa, ON K1P 6L2",NA,Convenience Stores,2021-08-26,45.4208307,-75.6989356,FALSE,convenience,regular,24,Centretown,Centre-Ville
Cedars & Co. Food Market,"1255 Bank St, Ottawa, ON",(613) 288-2797,Grocery,2021-07-06,45.3909623,-75.6798999,TRUE,grocery,large,83,Old Ottawa South,Vieil Ottawa-Sud
Cedars & Co. Food Market,"1793 Kilborn Ave, Ottawa, ON K1H 6N2",NA,NA,2021-08-26,45.3880921,-75.6452686,TRUE,grocery,large,87,Playfair Park - Lynda Park - Guildwood Estates,Parc Playfair - Parc Lynda - Domaines Guildwood
Centrale Bergham,"2208 St Joseph Boulevard, Ottawa, ON K1C 1E8",NA,"Burgers, Sandwiches, Halal",2021-08-26,45.4671816,-75.5324357,FALSE,specialty,deli meat cheese,939,Orléans Village - Chateauneuf, 
Centrepointe Cafe & Deli,"117 Centrepointe Drive, Nepean, ON K2G 5X3",NA,"Delis, Cafes",2021-08-26,45.3429403,-75.7624942,FALSE,specialty,deli meat cheese,23,Centrepointe, 
ChÃƒÂ¢teau Pastry,"1600 Walkley Road, Ottawa, ON K1V 6P5",NA,Bakeries,2021-08-26,45.3768759,-75.645979,FALSE,specialty,bakery,932,Ledbury - Heron Gate - Ridgemont, 
Charlies Groceteria,"220 Carruthers Avenue, Ottawa, ON",(613) 722-3535,"Grocery, Delis, Laundromat",2021-07-06,45.4043024,-75.7281375,FALSE,grocery,small,47,Hintonburg - Mechanicsville, 
Chateau Bakery & Pastry,"87 Sparks Street, Ottawa, ON K1P 5A5",NA,Bakeries,2021-08-26,45.4230608,-75.6971851,FALSE,specialty,bakery,24,Centretown,Centre-Ville
Cheesecake Factory,"8555 Campeau Drive, Ottawa, ON K2T 0K5",NA,Bakeries,2021-08-26,45.3058837,-75.923067,FALSE,specialty,bakery,928,Kanata Lakes - Arcardia, 
Chenoy's,"120 Blvd De L'hopital, Gatineau, QC J8T 8M2",NA,Specialty Food,2021-08-26,45.4810589,-75.6866854,FALSE,specialty,deli meat cheese,NA,NA,NA
Chez FranÃƒÂ§ois - Plaisirs de Provence,"427 Richmond Road, Ottawa, ON K2A 0G2",NA,"Gift Shops, Cosmetics &amp; Beauty Supply, Bakeries",2021-08-26,45.390155,-75.7580499,FALSE,specialty,bakery,958,Westboro, 
Chez Lucien,"137 Murray St, Ottawa, ON K1N 5M7",NA,"Bars, French, Burgers",2021-08-26,45.4304809,-75.6920012,FALSE,specialty,bakery,908,Byward Market,Marché By
Chocolats Favoris,"180 Vanguard Drive, Orleans, ON K4A 0T8",NA,Chocolatiers &amp; Shops,2021-08-26,45.4575587,-75.48667,FALSE,specialty,bakery,942,Portobello South, 
Christopher's Meat Market,"6146 Perth St, Richmond, ON K0A 2Z0",NA,NA,2021-08-26,45.1935776,-75.8394527,FALSE,grocery,small,944,Richmond, 
Chuck's Deli & Convenience,"100 Trainyards Drive, Ottawa, ON K1G 3S5",NA,"Convenience Stores, Delis",2021-08-26,45.4125374,-75.6466372,FALSE,convenience,regular,917,East Industrial,Industriel-Est
Cinnabon,"100 Bayshore Drive, Nepean, ON K2B 8C1",NA,Bakeries,2021-08-26,45.347237,-75.8068316,FALSE,specialty,bakery,901,Bayshore - Belltown, 
Cinnaholic,"900 Exhibition Way, Ottawa, ON K1S 5J3",NA,"Vegan, Bakeries, Desserts",2021-08-26,45.3990284,-75.6847387,FALSE,specialty,bakery,923,Glebe - Dows Lake,Glebe â€“ Lac Dows
Circle K,"9061 County Road 17, ROCKLAND, Canada",+1 613 446 9143,"gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.5454896,-75.3017648,TRUE,convenience,gas station,NA,NA,NA
Circle K,"385 Tompkins Ave., ORLEANS, Canada",NA,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.4774353,-75.4985302,TRUE,convenience,regular,943,Queenswood Heights, 
Circle K,"1980 St. Joseph Blvd., ORLEANS, Canada",NA,"car_wash, gas, diesel, atm",2021-08-26,45.4635594,-75.5404122,TRUE,convenience,gas station,913,Chapel Hill North, 
Circle K,"1600 Forest Valley Drive, ORLEANS, Canada",NA,"gas, atm, coffee, polar_pop, froster, redbull_shop",2021-08-26,45.4488546,-75.535982,TRUE,convenience,gas station,913,Chapel Hill North, 
Circle K,"2075 Montreal RD, OTTAWA, Canada",NA,"gas, diesel, atm, redbull_shop",2021-08-26,45.4480417,-75.5939711,TRUE,convenience,gas station,93,Rothwell Heights - Beacon Hill North,Rothwell Heights - Beacon Hill Nord
Circle K,"437 St. Laurent Blvd., OTTAWA, Canada",NA,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.4473684,-75.6498646,TRUE,convenience,regular,935,Manor Park, 
Circle K,"598 Montreal Road, OTTAWA, Canada",NA,"atm, coffee, polar_pop, froster",2021-08-26,45.4421259,-75.6429469,TRUE,convenience,regular,940,Overbrook - McArthur, 
Circle K,"80 Madawaska Street, ARNPRIOR, Canada",NA,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.4347485,-76.3555146,TRUE,convenience,regular,NA,NA,NA
Circle K,"2672 Innes Rd., GLOUCESTER, Canada",NA,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.4320149,-75.56268,TRUE,convenience,regular,904,Blackburn Hamlet, 
Circle K,"2063 Meadowbrook Rd., GLOUCESTER, Canada",NA,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.427358,-75.6013072,TRUE,convenience,regular,86,Pineview, 
Circle K,"395 Daniel St, South, ARNPRIOR, Canada",+1 613 623 9457,"gas, diesel, atm, coffee, redbull_shop",2021-08-26,45.423815,-76.3692219,TRUE,convenience,gas station,NA,NA,NA
Circle K,"1494 Innes RD, GLOUCESTER, Canada",NA,"car_wash, gas, diesel, atm",2021-08-26,45.4146989,-75.6045069,TRUE,convenience,gas station,917,East Industrial,Industriel-Est
Circle K,"1023 Wellington Street, OTTAWA, Canada",NA,"atm, coffee, polar_pop, froster",2021-08-26,45.4047842,-75.723925,TRUE,convenience,regular,47,Hintonburg - Mechanicsville, 
Circle K,"256 Richmond Rd., OTTAWA, Canada",NA,"gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.393417,-75.750335,TRUE,convenience,gas station,958,Westboro, 
Circle K,"2213 Arch St., OTTAWA, Canada",NA,"atm, coffee, polar_pop, froster, roller_grill",2021-08-26,45.3895238,-75.6304321,TRUE,convenience,regular,919,Elmvale - Canterbury, 
Circle K,"1970 Walkley RD, OTTAWA, Canada",NA,"EU_ROUTEX_ATLAS, EU_TRUCKDIESEL_NETWORK, car_wash, gas, diesel, atm, redbull_shop",2021-08-26,45.3829499,-75.6307122,TRUE,convenience,gas station,97,South Keys - Greenboro West,South Keys - Greenboro Ouest
Circle K,"1600 Bank ST, OTTAWA, Canada",NA,"car_wash, gas, diesel, atm, redbull_shop",2021-08-26,45.3781328,-75.6677458,TRUE,convenience,gas station,903,Billings Bridge - Alta Vista, 
Circle K,"1859 Carling Ave., OTTAWA, Canada",NA,"car_wash, gas, atm, coffee",2021-08-26,45.3762849,-75.7573774,TRUE,convenience,gas station,931,Laurentian, 
Circle K,"1420 Walkley Road, OTTAWA, Canada",NA,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.3734543,-75.6535618,TRUE,convenience,regular,932,Ledbury - Heron Gate - Ridgemont, 
Circle K,"780 Baseline Rd., OTTAWA, Canada",NA,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.3705807,-75.7172098,TRUE,convenience,regular,950,Skyline - Fisher Heights, 
Circle K,"2100 Hunt Club RD, OTTAWA, Canada",NA,"car_wash, gas, atm",2021-08-26,45.3640141,-75.6196172,TRUE,convenience,gas station,45,Greenboro East,Greenboro Est
Circle K,"1827 Baseline Rd., OTTAWA, Canada",NA,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.3548571,-75.7559696,TRUE,convenience,regular,11,Braemar Park - Bel Air Heights - Copeland Park,Parc Braemar - Hauteurs Bel Air - Parc Copeland
Circle K,"1584 Merivale RD, NEPEAN, Canada",NA,"car_wash, gas, diesel, atm, coffee, redbull_shop",2021-08-26,45.3502812,-75.7336488,TRUE,convenience,gas station,31,Cityview - Crestview - Meadowlands, 
Circle K,"1402 Highgate Street, OTTAWA, Canada",NA,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.3489085,-75.7698565,TRUE,convenience,regular,54,Iris - Queensway Terrance South,Iris - Queensway Terrance Sud
Circle K,"4000 Bridle Path, GLOUCESTER, Canada",NA,"atm, coffee, polar_pop, froster, redbull_shop",2021-08-26,45.3483871,-75.6457041,TRUE,convenience,regular,38,Emerald Woods - Sawmill Creek, 
Circle K,"3705 Riverside DR, OTTAWA, Canada",NA,"car_wash, gas, atm, coffee",2021-08-26,45.3426999,-75.6904138,TRUE,convenience,gas station,927,Hunt Club Woods - Quintarra - Revelstoke,Hunt Club Woods - Quintarra - Revelstoke
Circle K,"479 March RD, KANATA, Canada",NA,"car_wash, gas, diesel, coffee, polar_pop, froster",2021-08-26,45.3423152,-75.9171222,TRUE,convenience,gas station,907,Brookside - Briarbrook - Morgan's Grant, 
Circle K,"2545 Baseline RD, OTTAWA, Canada",NA,"car_wash, gas, atm",2021-08-26,45.3421276,-75.7863083,TRUE,convenience,gas station,54,Iris - Queensway Terrance South,Iris - Queensway Terrance Sud
Circle K,"1545 Woodroffe Ave., NEPEAN, Canada",NA,"car_wash, gas, diesel, atm, coffee, polar_pop, froster",2021-08-26,45.3343192,-75.7517676,TRUE,convenience,gas station,99,Tanglewood, 
Circle K,"2162 Prince Of Wales DR, NEPEAN, Canada",NA,"car_wash, gas, diesel, atm, polar_pop, froster, redbull_shop",2021-08-26,45.3333553,-75.7018235,TRUE,convenience,gas station,51,Hunt Club South Industrial,Hunt Club Sud Industriel
Circle K,"1856 Robertson RD, OTTAWA, Canada",NA,"car_wash, gas, diesel, atm, coffee",2021-08-26,45.3271403,-75.8197411,TRUE,convenience,gas station,6,Bells Corners East,Bells Corners Est
Circle K,"299 Greenbank Rd., NEPEAN, Canada",NA,"gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.3237882,-75.7773955,TRUE,convenience,gas station,108,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Woodvale - Craig Henry - Manordale - Domaines des Bois d'Arlington
Circle K,"418 Moodie Drive, NEPEAN, Canada",NA,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.3208341,-75.8331709,TRUE,convenience,regular,7,Bells Corners West,Bells Corners Ouest
Circle K,"715 Limoges Road, LIMOGES, Canada",NA,"gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.3184163,-75.2443258,TRUE,convenience,gas station,NA,NA,NA
Circle K,"501 Terry Fox DR, KANATA, Canada",NA,"car_wash, gas, diesel, atm, redbull_shop",2021-08-26,45.3100283,-75.918045,TRUE,convenience,gas station,928,Kanata Lakes - Arcardia, 
Circle K,"401 Hazeldean RD, KANATA, Canada",NA,"car_wash, gas, diesel, atm, redbull_shop",2021-08-26,45.3041528,-75.8776654,TRUE,convenience,gas station,929,Katimavik - Hazeldean, 
Circle K,"44 Edgewater ST, KANATA, Canada",NA,"car_wash, gas, coffee, redbull_shop",2021-08-26,45.2975093,-75.9009396,TRUE,convenience,gas station,929,Katimavik - Hazeldean, 
Circle K,"62 Stonehaven, KANATA, Canada",NA,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.2923085,-75.8578066,TRUE,convenience,regular,13,Bridlewood - Emerald Meadows, 
Circle K,"4184 Spratt Road, Unit 1, OTTAWA, Canada",NA,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.2831629,-75.6855826,TRUE,convenience,regular,946,Riverside South - Leitrim,Riverside Sud - Leitrim
Circle K,"3580 Strandherd RD, OTTAWA, Canada",NA,"EU_CARWASH_JETWASH, EU_ROUTEX_ATLAS, EU_SHOWER, EU_SIMPLY_GREAT_COFFEE, EU_TRUCKDIESEL_NETWORK, EU_WIFI, EU_CARWASH, EU_GAS, EU_TRAILER_RENTAL, EU_MOBILE_PAYMENTS_CARWASH, EU_MOBILE_PAYMENTS_FUEL, car_wash, gas, atm, redbull_shop",2021-08-26,45.2746008,-75.7385337,TRUE,convenience,gas station,937,Old Barrhaven East,Old Barrhaven Est
Circle K,"5525 Appleton Side Road, ALMONTE, Canada",NA,"car_wash, gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.2367095,-76.1792507,TRUE,convenience,gas station,NA,NA,NA
Circle K,"86 Bridge St., ALMONTE, Canada",NA,"atm, coffee, polar_pop, froster",2021-08-26,45.2243153,-76.1950639,TRUE,convenience,regular,NA,NA,NA
Circle K,"6138 Perth Street, RICHMOND, Canada",NA,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.1938724,-75.8389807,TRUE,convenience,regular,944,Richmond, 
Circle K,"324 COLEMAN ST, OTTAWA, US",NA,"gas, diesel, public_restrooms, atm, coffee, polar_pop, froster, roller_grill",2021-08-26,45.1395484,-76.1276438,TRUE,convenience,gas station,NA,NA,NA
Circle K,"10483 HWY 7, CALETON PLACE, Canada",NA,"gas, diesel, atm, redbull_shop",2021-08-26,45.1324077,-76.1211595,TRUE,convenience,gas station,NA,NA,NA
Circle K,"542 St. Lawrence St., WINCHESTER, Canada",NA,"atm, coffee, polar_pop, froster, redbull_shop",2021-08-26,45.0905082,-75.3523885,TRUE,convenience,regular,NA,NA,NA
Cobs Bread,"3161 Strandherd Crossing, Ottawa, ON K2J 5N1",NA,Bakeries,2021-08-26,45.274029,-75.719344,FALSE,specialty,bakery,914,Chapman Mills, 
COBS Bread,"4-3890 Innes Road, Ottawa, ON K1W 1K9",NA,Bakeries,2021-08-26,45.4535451,-75.5084902,FALSE,specialty,bakery,75,Chapel Hill South,Chapel Hill Sud
Continental Delicatessen,"57 York Street, Ottawa, ON K1N 9B7",(613) 241-7025,"Delis, Meat Shops, Polish",2021-07-06,45.4283345,-75.6927514,FALSE,grocery,small,908,Byward Market,Marché By
Convenience Store Best Service,"2249 Carling Ave, Ottawa, ON K2B 7E9",NA,Convenience Stores,2021-08-26,45.3692691,-75.7744008,FALSE,convenience,regular,910,Carlingwood West - Glabar Park - McKellar Heights, 
Convenience Store Remac,"487 Cumberland Street, Ottawa, ON K1N 7K1",NA,Convenience Stores,2021-08-26,45.4262919,-75.6859216,FALSE,convenience,regular,949,Sandy Hill,CÃ´te-de-Sable
Convinience Maximum,"11 Springfield Road, Ottawa, ON K1M 1C8",NA,Convenience Stores,2021-08-26,45.4402613,-75.6765958,FALSE,convenience,regular,933,Lindenlea - New Edinburgh, 
Corner Kitchen,"200 Kent Street, Ottawa, ON K2P 2J8",NA,Bakeries,2021-08-26,45.41714,-75.7014594,FALSE,specialty,bakery,24,Centretown,Centre-Ville
Costco,"1405 Blair Towers Place, Ottawa, ON",(613) 691-7607,Grocery,2021-07-06,45.4349421,-75.6034548,TRUE,grocery,large,3,Beacon Hill South - Cardinal Heights,Beacon Hill Sud - Cardinal Heights
Costco,"1900 Cyrville Rd, K1B 1A5 Ottawa",NA,NA,2021-08-26,45.4151698,-75.6033867,TRUE,grocery,large,917,East Industrial,Industriel-Est
Costco,"1849 Merivale Rd, K2G 1E3 Ottawa",NA,NA,2021-08-26,45.3377624,-75.7224261,TRUE,grocery,large,51,Hunt Club South Industrial,Hunt Club Sud Industriel
Costco,"770 Silver Seven Rd, K2V 0A1 Kanata",NA,NA,2021-08-26,45.3026258,-75.9131164,TRUE,grocery,large,929,Katimavik - Hazeldean, 
Costco,"4315 Strandherd Dr, K2J 6E5 Ottawa",NA,NA,2021-08-26,45.2684597,-75.7843783,TRUE,grocery,large,952,Stonebridge - Half Moon Bay - Heart's Desire, 
Cote Poultry,"2770 Lancaster Road, Ottawa, ON",(613) 247-7721,Meat Shops,2021-07-06,45.395577,-75.606277,FALSE,grocery,small,917,East Industrial,Industriel-Est
Couche-Tard,"175 Avenue LÃƒÂ©pine, Buckingham, CA",NA,"car_wash, diesel, public_restrooms, roller_grill, redbull_shop, ca_coffee",2021-08-26,45.5758929,-75.400335,FALSE,convenience,gas station,NA,NA,NA
Country Style,"340 Laurier Ave W, Ottawa, ON K1P 5K3",NA,Convenience Stores,2021-08-26,45.4179829,-75.6998984,FALSE,convenience,regular,24,Centretown,Centre-Ville
County Line,"685 River Rd, Gloucester, ON K1V 2G2",NA,NA,2021-08-26,45.2701673,-75.6978273,FALSE,grocery,small,946,Riverside South - Leitrim,Riverside Sud - Leitrim
County Line Arnprior,"150 Madawaska Boulevard, Arnprior, ON",613-623-6303,NA,2021-08-26,45.43355,-76.3432962,FALSE,convenience,regular,NA,NA,NA
Crosswinds Convenience,"641 Bathgate Dr, Ottawa, ON K1K 3Y3",NA,Convenience Stores,2021-08-26,45.4465282,-75.6241498,FALSE,convenience,regular,912,Carson Grove - Carson Meadows, 
Cummings Convenience Store,"969 Cummings Ave, Gloucester, ON K1J 7R9",NA,Convenience Stores,2021-08-26,45.4320779,-75.6344962,FALSE,convenience,regular,940,Overbrook - McArthur, 
Cupcake Lounge,"6 Byward Market Square, Ottawa, ON K1N 9B8",NA,Bakeries,2021-08-26,45.4285137,-75.6937187,FALSE,specialty,bakery,908,Byward Market,Marché By
D'Cake,"2054 Baffin Avenue, Ottawa, ON K1H 5X3",NA,Bakeries,2021-08-26,45.3916697,-75.6530232,FALSE,specialty,bakery,903,Billings Bridge - Alta Vista, 
DÃƒÂ©lice Royal,"1600 Forest Valley Drive, Ottawa, ON K1C 6X7",NA,Bakeries,2021-08-26,45.4488546,-75.535982,FALSE,specialty,bakery,913,Chapel Hill North, 
Daily Convenience,"1220 Merivale Rd, Ottawa, ON K1Z 8P2",NA,Convenience Stores,2021-08-26,45.3717162,-75.7335133,FALSE,convenience,regular,28,Civic Hospital-Central Park,HÃ´pital Civique - Parc Central
Daisy Mart Beckers,"906 Shefford Road, Gloucester, ON K1J 6X4",NA,Convenience Stores,2021-08-26,45.4523899,-75.5899417,FALSE,convenience,regular,93,Rothwell Heights - Beacon Hill North,Rothwell Heights - Beacon Hill Nord
Damas Supermarket,"3033 Carling Avenue, Ottawa, ON",(613) 726-1792,"Bakeries, Butcher, International Grocery",2021-07-06,45.3550822,-75.8063329,FALSE,grocery,small,901,Bayshore - Belltown, 
Dao Bake & Sip Cafe,"1558 Merivale Road, Ottawa, ON K2G 3J9",NA,"Bakeries, Desserts, Cafes",2021-08-26,45.3528521,-75.7354312,FALSE,specialty,bakery,31,Cityview - Crestview - Meadowlands, 
Darvesh Gas Grocery LCBO & Beer Store,"3084 Kinburn Side Road, Kinburn, ON K0A 2H0",NA,"Gas Stations, Beer, Wine &amp; Spirits, Convenience Stores",2021-08-26,45.391489,-76.1885617,FALSE,convenience,gas station,930,Kinburn, 
Deli Du Marche,"425 La Verendrye Blvd E, Gatineau, QC J8R 2W8",NA,Delis,2021-08-26,45.5019607,-75.641189,TRUE,specialty,deli meat cheese,NA,NA,NA
Deli Du Marche,"320 Saint-Joseph Blvd, Gatineau, QC J8Y 3Y8",NA,"Delis, Sandwiches",2021-08-26,45.4414769,-75.7319311,TRUE,specialty,deli meat cheese,NA,NA,NA
Deli Express,"177 Saint-Joseph Blvd, Gatineau, QC J8Y 3X1",NA,"Delis, Sandwiches",2021-08-26,45.4328434,-75.7333682,FALSE,specialty,deli meat cheese,NA,NA,NA
Deli Kat Cafe,"277 Sparks St, Ottawa, ON K1R 7X9",NA,Delis,2021-08-26,45.4202413,-75.7037713,FALSE,specialty,deli meat cheese,24,Centretown,Centre-Ville
Deli Nicolas,"1100 Maloney Blvd W, Gatineau, QC J8T 6G3",NA,"Delis, Sandwiches",2021-08-26,45.4756531,-75.6972849,FALSE,specialty,deli meat cheese,NA,NA,NA
Delightful Tastes,"8-250 Greenbank Road, Ottawa, ON K2H 1E9",NA,Bakeries,2021-08-26,45.3402934,-75.7880089,FALSE,specialty,bakery,12,Briar Green - Leslie Park,Briar Green - Parc Leslie
Delightfully Delicious Desserts,"1355 Bakker Court, Ottawa, ON K1C 2K5",NA,"Bakeries, Custom Cakes",2021-08-26,45.4657273,-75.539795,FALSE,specialty,bakery,915,Convent Glen - Orléans Woods, 
