name,address,phone,Y,X,note,address2,update_date,category,lat,lng,geometry
Blooming Bundles - Diaper Cakes,"1466 Comfrey Crescent, Ottawa -Orleans, ON K4A 0L8",NA,NA,NA,Bakeries,NA,NA,bakery,45.4568506,-75.4576171,"c(386324.617673049, 5035742.04109427)"
Pete's Gluten Free,"5390 Canotek Road, Ottawa, ON K1J 1H8",NA,NA,NA,"Bakeries, Custom Cakes, Gluten-Free",NA,NA,bakery,45.4565586,-75.5806594,"c(376701.880789776, 5035592.16545881)"
Mr. Gas,"4042 Innes Road, Ottawa, Ontario, K1C 1T1",613-837-7652,45.4551013,-75.5051859,NA,NA,NA,convenience,45.4551013,-75.5051859,"c(382606.67999673, 5035500.4981788)"
Manor Park Grocy,"179 St Laurent Blvd, Ottawa, ON",(613) 746-1023,45.45411897,-75.65390976,Grocery,NA,2021-07-06,grocery,45.4541521,-75.6539569,"c(370972.084094066, 5035261.78315551)"
DEPANNEUR 9 NEUF,"9 RUE THERIEN, GATINEAU, QC",NA,45.4540293,-75.7520168,NA,NA,NA,convenience,45.4540293,-75.7520168,"c(363302.599037063, 5035172.09599732)"
COBS Bread,"4-3890 Innes Road, Ottawa, ON K1W 1K9",NA,NA,NA,Bakeries,NA,NA,bakery,45.4535451,-75.5084902,"c(382350.376638336, 5035324.36573093)"
ESSO CIRCLE K,"3869 INNES RD, ORLEANS, ON",NA,45.4532148,-75.512301,NA,NA,NA,convenience,45.4531593,-75.5120415,"c(382073.141036824, 5035278.07218875)"
Pronto Foodmart,"5303 Canotek Rd Unit #1, Gloucester, ON K1J 9M1",NA,45.4529502,-75.5885048,NA,NA,NA,grocery,45.4529502,-75.5885048,"c(376092.837563495, 5035184.17867515)"
Wellbeing Health Food,"5303 Canotek Rd, Ottawa, ON K1J 9M1",NA,NA,NA,Health Food Store,NA,NA,health store,45.4529502,-75.5885048,"c(376092.837563495, 5035184.17867515)"
Daisy Mart Beckers,"906 Shefford Road, Gloucester, ON K1J 6X4",NA,45.4523899,-75.5899417,Convenience Stores,NA,NA,convenience,45.4523899,-75.5899417,"c(375981.155076352, 5035120.63961041)"
Firehouse Subs,"3838 Innes Rd, Ottawa, ON K1W 1K9",NA,NA,NA,"Fast Food, Delis, Sandwiches",NA,NA,deli meat cheese,45.4522275,-75.5126743,"c(382024.918484053, 5035173.91383888)"
Fruits Express,"5310 Canotek Road, Ottawa, ON",(613) 695-3436,45.45196813,-75.5874359,Fruits & Veggies,NA,2021-07-06,grocery,45.4520762,-75.5875447,"c(376169.034385272, 5035087.90357612)"
SOBEY'S,"2276 - Tenth Line Road, Orleans, on, K4A 0X4",613-590-9179,45.45176,-75.48502,Sobeys Orleans,"Orleans, on, K4A 0X4",2021-05-01,grocery,45.4520629,-75.4849814,"c(384191.181183398, 5035182.59819602)"
Shoppers,"2339 Ogilvie Rd , Ottawa",(613) 741-6465,45.4516814,-75.5979131,NA,NA,NA,grocery,45.4516814,-75.5979131,"c(375358.547999898, 5035034.8771147)"
The Hill Butcher Shop,"2339 Ogilvie Rd, Gloucester, ON K1J 8M6",NA,45.4516814,-75.5979131,NA,NA,NA,deli meat cheese,45.4516814,-75.5979131,"c(375358.547999898, 5035034.8771147)"
WALMART,"3900 Innes Rd, Orleans, ON, K1W 1K9",613-837-9399,45.452382,-75.507931,Orleans Supercentre,"Orleans, ON, K1W 1K9",2021-05-01,grocery,45.4513939,-75.5083891,"c(382361.233000481, 5035085.40198565)"
Manor Park Convenience Store,"293 St Laurent Blvd, Ottawa, ON K1K 2Z3",NA,45.4511597,-75.6522707,Convenience Stores,NA,NA,convenience,45.4511597,-75.6522707,"c(371107.474486523, 5034930.6291232)"
Mac's,"2302 Tenth Line Road, OTTAWA, Canada",NA,45.4507803,-75.4830486,"car_wash, gas, diesel, atm, coffee, polar_pop, froster, redbull_shop",NA,NA,convenience,45.4507803,-75.4830486,"c(384344.160881103, 5035041.97448039)"
George's Meat Shop,"3681 Innes Road, Ottawa, ON K1C 1T1",NA,NA,NA,Meat Shops,NA,NA,bakery,45.4502459,-75.5189877,"c(381533.795978308, 5034947.654569)"
Bread & Roses Bakery,"323 St Laurent Blvd, Ottawa, ON K1K 2Z5",NA,NA,NA,Bakeries,NA,NA,bakery,45.4501697,-75.6515709,"c(371163.372289846, 5034821.18855212)"
FOOD BASICS,3712 Innes Road Orleans K1W 0C8,613-837-0650,45.4501454,-75.5174796,NA,NA,2021-05-01,grocery,45.4501454,-75.5174796,"c(381651.894378759, 5034937.92667379)"
Kardish Health Food Centre,"3712 Innes Road, Orleans, ON K1W 0C8",NA,NA,NA,Health Food Store,NA,NA,health store,45.4501454,-75.5174796,"c(381651.894378759, 5034937.92667379)"
La Station,"611 Boulevard Saint Joseph, Gatineau, QC J8Y 4A6",NA,NA,NA,"Sandwiches, Burgers, Pizza",NA,NA,deli meat cheese,45.4501065,-75.7368611,"c(364492.120993047, 5034747.29891482)"
La BoÃ®te Ã  Grains,"581 Boulevard Saint-Joseph, Gatineau, QC J8Y 4A6",NA,NA,NA,Health Food Store,NA,NA,health store,45.4500001,-75.7366141,"c(364511.55339757, 5034735.65817966)"
Kool Runnings Caribbean Groceries & Restaurant,"2200 Montreal Rd, Ottawa, ON",(613) 741-9101,45.4496827,-75.58707829,Grocery,NA,2021-07-06,grocery,45.4497115,-75.5872504,"c(376195.037105372, 5034825.37749666)"
La Gourmandise,"2200 Montreal Road, Ottawa, ON K1J 6M5",NA,NA,NA,Caterers,NA,NA,bakery,45.4497115,-75.5872504,"c(376195.037105372, 5034825.37749666)"
Dollar Tree,"Unit 8 - 3722 Innes Road, Riocan Center, Orleans, ON, K1W 0C8",613-824-4304,45.4496516,-75.5170968,NA,NA,NA,convenience,45.4496516,-75.5170968,"c(381682.507553975, 5034883.41707967)"
Petro-Canada,"2180 Montreal Road, Ottawa, Ontario, K1J1G4",6137426534,45.4494576,-75.5884049,NA,NA,NA,convenience,45.4494576,-75.5884049,"c(376105.052466102, 5034796.1371475)"
Circle K,"1600 Forest Valley Drive, ORLEANS, Canada",NA,45.4488546,-75.535982,"gas, atm, coffee, polar_pop, froster, redbull_shop",NA,NA,convenience,45.4488546,-75.535982,"c(380206.374746886, 5034776.95989602)"
DÃ©lice Royal,"1600 Forest Valley Drive, Ottawa, ON K1C 6X7",NA,NA,NA,Bakeries,NA,NA,bakery,45.4488546,-75.535982,"c(380206.374746886, 5034776.95989602)"
Epicuria,"357 St Laurent Boulevard, Ottawa, ON K1K 2Z7",NA,NA,NA,"Caterers, Bakeries",NA,NA,bakery,45.448773,-75.6506923,"c(371233.735258298, 5034666.69993826)"
Ultramar,"510 Boulevard Saint-Joseph, Gatineau, QC, J8Y4A2",(819) 778-3174,45.4484731,-75.7336017,NA,NA,NA,convenience,45.4484731,-75.7336017,"c(364748.798854194, 5034568.20554714)"
Circle K,"2075 Montreal RD, OTTAWA, Canada",NA,45.4480417,-75.5939711,"gas, diesel, atm, redbull_shop",NA,NA,convenience,45.4480417,-75.5939711,"c(375671.437582623, 5034633.8673933)"
Rexall,"2116 Montreal Road, Ottawa, ON K1J 6M7",NA,45.4479777,-75.5918655,NA,NA,NA,grocery,45.4479777,-75.5918655,"c(375836.222075375, 5034628.61343866)"
Circle K,"437 St. Laurent Blvd., OTTAWA, Canada",NA,45.4473684,-75.6498646,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,NA,convenience,45.4473684,-75.6498646,"c(371300.129317784, 5034511.29209001)"
La Trappe Ã  Fromage,"114 Boulevard Saint-Raymond, Gatineau, QC J8Y 1S9",NA,NA,NA,Cheese Shops,NA,NA,deli meat cheese,45.4471133,-75.7429826,"c(364016.434574216, 5034410.13979853)"
Petro-Canada,"120 St-Raymond, Gatineau, Quebec, J8Y1T1",8197708213,45.4471094,-75.7438292,NA,NA,NA,convenience,45.4471094,-75.7438292,"c(363950.214819099, 5034409.08319397)"
Ultramar,"3469 Innes Rd, Orleans, ON K1C 1T1",NA,45.447056,-75.5269859,Convenience Stores,NA,NA,convenience,45.447056,-75.5269859,"c(380912.476121248, 5034585.56033979)"
Crosswinds Convenience,"641 Bathgate Dr, Ottawa, ON K1K 3Y3",NA,45.4465282,-75.6241498,Convenience Stores,NA,NA,convenience,45.4465282,-75.6241498,"c(373312.632765451, 5034439.51289573)"
ESSO COUCHE-TARD,"480 BOUL SAINT-JOSEPH, GATINEAU, QC",NA,45.4464211,-75.7323619,NA,NA,NA,convenience,45.4464211,-75.7323619,"c(364847.955035477, 5034341.09350808)"
ESSO COUCHE-TARD,"51 BOUL FOURNIER, GATINEAU, QC",NA,45.4463463,-75.7130504,NA,NA,NA,convenience,45.4463463,-75.7130504,"c(366358.663703791, 5034347.38562843)"
Petro-Canada,"2073 Montreal Road, Gloucester, Ontario, K1J6M1",6137476669,45.4466301,-75.5958967,NA,NA,NA,convenience,45.4459441,-75.5975608,"c(375393.260769372, 5034397.60459867)"
Carson Fresh Grocer | Halal Meat and Bangladeshi Fish,"876 Montreal Rd, Ottawa, ON K1K 4L3",NA,45.4457968,-75.6301564,NA,NA,NA,grocery,45.4457968,-75.6301564,"c(372843.651504591, 5034353.13192206)"
Mace Concenience,"876 Montreal Rd, Ottawa, ON K1K 4L3",NA,45.4457968,-75.6301564,Convenience Stores,NA,NA,convenience,45.4457968,-75.6301564,"c(372843.651504591, 5034353.13192206)"
Shoppers,"876 Montreal Road, Ottawa, ON",(613) 741-3660,45.4457968,-75.6301564,NA,NA,NA,grocery,45.4457968,-75.6301564,"c(372843.651504591, 5034353.13192206)"
Dollarama,"425 boul St-Joseph, Gatineau, QC, J8Y3Z8",18195952269,45.4456609,-75.7340534,NA,NA,NA,convenience,45.4456609,-75.7340534,"c(364716.443556372, 5034255.35112341)"
Place Cartier Iga Laflamme,"425 Saint-Joseph Boul, Ottawa, ON",(819) 770-9131,45.35294435,-75.35530438,Grocery,NA,2021-07-06,grocery,45.4456609,-75.7340534,"c(364716.443556372, 5034255.35112341)"
Brittany Grocery,"230 Brittany Dr, Ottawa, ON K1K 0R6",NA,45.4455455,-75.6487248,NA,NA,NA,grocery,45.4455455,-75.6487248,"c(371391.432716317, 5034309.65805198)"
METRO,"1930 Montreal Road, Gloucester, ON K1J 6N2",613-744-2961,45.44658,-75.59552,Metro Ogilvie Square,"Gloucester, ON K1J 6N2",2021-05-01,grocery,45.4454303,-75.5952217,"c(375576.8790979, 5034342.56291616)"
Rexall,"753 Montreal Road, Ottawa, ON K1K 0T1",NA,45.4450941,-75.6365507,NA,NA,NA,grocery,45.4450941,-75.6365507,"c(372344.295569958, 5034269.6496914)"
Ultramar,"591 Boul. des Grives, Gatineau, QC, J9A3C3",(819) 772-1889,45.4445213,-75.7861172,NA,NA,NA,convenience,45.4445213,-75.7861172,"c(360644.861899119, 5034091.22791911)"
Nutrition House,"50 Rideau Ter, Ottawa, ON K1M 2A1",NA,NA,NA,Health Food Store,NA,NA,health store,45.4437533,-75.6791709,"c(369011.806790298, 5034085.72622321)"
Kristin Mini Mart,"1090 Kristin Way, Ottawa, ON K1K 4B6",NA,45.4435482,-75.643072,Convenience Stores,NA,NA,convenience,45.4435482,-75.643072,"c(371835.991063792, 5034092.39724574)"
ESSO COUCHE-TARD,"585 BOUL DES GRIVES, GATINEAU, QC",NA,45.4435358,-75.7859961,NA,NA,NA,convenience,45.4435358,-75.7859961,"c(360655.30771991, 5033981.79419057)"
Mickey Tran Dba All Convenience,"200 Rideau Ter, Ottawa, ON K1M 0Z3",NA,45.4433902,-75.6747098,Convenience Stores,NA,NA,convenience,45.4433902,-75.6747098,"c(369361.203501325, 5034048.94766196)"
Fresh Grocer,"40 Jolliet Av, Vanier, ON K1L 5H5",NA,45.4431425,-75.6687168,NA,NA,NA,grocery,45.4431425,-75.6687168,"c(369830.310963603, 5034026.25063543)"
Vanier Convenience Food Mart,"101 Rue Lavergne, Vanier, ON K1L 5E6",NA,45.4431274,-75.6652425,Convenience Stores,NA,NA,convenience,45.4431274,-75.6652425,"c(370102.11853778, 5034027.38847435)"
Canadian Tire Gas Bar,"355, boul. de la Carriere, Gatineau, QC, J8Y 6W4",8197774381,45.4430168,-75.729778,NA,NA,NA,convenience,45.4430168,-75.729778,"c(365053.702785486, 5033964.70940428)"
Beechwood Outdoor farmer's market,"Optimiste Park, 43 Ste-CâˆšÂ©cile St, Ottawa, ON",NA,45.4425216,-75.6693763,NA,NA,NA,grocery,45.4425216,-75.6693763,"c(369779.43191789, 5033956.71735038)"
Lesuq,"141 Beechwood Av., Ottawa, ON K1M 1L4",NA,45.4424018,-75.6715224,NA,NA,NA,grocery,45.4424018,-75.6715224,"c(369611.680528198, 5033941.67192877)"
Shell,"1668 CHEMIN PINK., GATINEAU, Quebec, J9J 3N7",+1 819 771 0653,45.4422245,-75.8153943,NA,NA,NA,convenience,45.4422245,-75.8153943,"c(358356.778963488, 5033816.06857465)"
Beechwood farmer's market,"131b Beechwood Av., Ottawa, ON K1M 1L5",NA,45.442133,-75.672062,NA,NA,NA,grocery,45.442133,-75.672062,"c(369569.775332053, 5033911.36560022)"
Circle K,"598 Montreal Road, OTTAWA, Canada",NA,45.4421259,-75.6429469,"atm, coffee, polar_pop, froster",NA,NA,convenience,45.4421259,-75.6429469,"c(371847.462226392, 5033934.4425732)"
Muckleston & Brockwell,"127 Beechwood Avenue, Ottawa, ON",(613) 745-2244,45.44203349,-75.67224816,"Butcher, Meat Shops",NA,2021-07-06,grocery,45.441975,-75.672293,"c(369551.884918156, 5033893.62114069)"
Johanne Verdon Espace Sante Beaute,"341 Saint-Joseph Blvd, Gatineau, QC J8Y 3Z3",NA,NA,NA,Health Food Store,NA,NA,health store,45.4418753,-75.7330508,"c(364798.885106195, 5033835.40808295)"
GB Carribean Grocery,"609-A Center St, Ottawa, ON K1K 2N8",NA,45.4418747,-75.6427476,NA,NA,NA,grocery,45.4418747,-75.6427476,"c(371863.351124721, 5033906.69314716)"
Shoppers,"541 Montreal Road , Ottawa",(613) 740-0616,45.4418209,-75.646244,NA,NA,NA,grocery,45.4418209,-75.646244,"c(371589.88949506, 5033897.80409976)"
Canadian Tire Gas Bar,"255, boul. de la Carriere, Gatineau, QC, J8Y 6W4",8197773844,45.4417629,-75.729061,NA,NA,NA,convenience,45.4417629,-75.729061,"c(365111.129000831, 5033825.90209686)"
Pioneer,"590 MONTREAL RD., OTTAWA, ON, K1K0T9",(613) 744-7871,45.4416383,-75.6441817,NA,NA,NA,convenience,45.4416383,-75.6441817,"c(371751.440391963, 5033879.22708046)"
Moca Loca,"335 Boulevard Saint-Joseph, Gatineau, QC J8Y",NA,NA,NA,"Bakeries, Cafes, Sandwiches",NA,NA,bakery,45.4415051,-75.733081,"c(364796.914940527, 5033794.24553406)"
Deli Du Marche,"320 Saint-Joseph Blvd, Gatineau, QC J8Y 3Y8",NA,NA,NA,"Delis, Sandwiches",NA,NA,deli meat cheese,45.4414769,-75.7319311,"c(364886.902740382, 5033791.97035635)"
Jacobsons,"103 Beechwood Ave., Ottawa, ON K1M 1L4",(613) 746-6002,NA,NA,NA,NA,NA,grocery,45.4414221,-75.6736113,"c(369449.38532566, 5033831.11703237)"
Dollarama,"594 Montreal Rd, Ottawa, ON, K1K0T9",16132880113,45.4414064,-75.6442188,NA,NA,NA,convenience,45.4414064,-75.6442188,"c(371748.812316623, 5033853.42534582)"
A&M Mart,"580 Montreal Rd, Ottawa, ON K1K",NA,45.4409854,-75.6440071,"Pizza, Gas Stations",NA,NA,convenience,45.4409854,-75.6440071,"c(371765.871923696, 5033806.81628054)"
YIG,"596 Montreal Rd, Ottawa, Ontario, K1K 0T9",6137450778,45.440969,-75.643562,Hess' Your Independent Grocer Ottawa,"Ottawa, Ontario, K1K 0T9",2021-05-01,grocery,45.4409692,-75.6435621,"c(371800.704217938, 5033805.38670198)"
M&M Food Market,"536 Montreal Rd, Ottawa, ON K1K 0T9",NA,45.4407432,-75.6455791,NA,NA,NA,grocery,45.4407432,-75.6455791,"c(371643.177660472, 5033778.59277823)"
Europa Food Centre,"77 Beechwood Ave, Ottawa, ON",(613) 749-9935,45.44077818,-75.67479028,Grocery,NA,2021-07-06,grocery,45.4406892,-75.6747722,"c(369359.402708878, 5033748.73774503)"
Arturo's Ristorante,"94 Beechwood Ave, Ottawa, ON K1M 1L9",NA,NA,NA,"Pizza, Italian",NA,NA,deli meat cheese,45.4406877,-75.6742567,"c(369399.73309155, 5033748.98508035)"
Convinience Maximum,"11 Springfield Road, Ottawa, ON K1M 1C8",NA,45.4402613,-75.6765958,Convenience Stores,NA,NA,convenience,45.4402613,-75.6765958,"c(369217.225523503, 5033699.72303028)"
Nature's Buzz Organic Food Market,"55 Beechwood Ave, Ottawa, ON",(613) 842-0280,45.44027707,-75.67573217,Health Food Store,NA,2021-07-06,grocery,45.4402455,-75.6757886,"c(369280.39298697, 5033698.61418344)"
Nature's Care Health Products,"64 Beechwood Ave, Vanier, ON K1L 8B2",NA,NA,NA,Health Food Store,NA,NA,health store,45.4401226,-75.6749723,"c(369344.394524529, 5033685.61134798)"
Quickie,"64 BEECHWOOD AVENUE, Ottawa, Ontario, K1L 8B2",613-744-7256,45.4401226,-75.6749723,NA,NA,NA,convenience,45.4401226,-75.6749723,"c(369344.394524529, 5033685.61134798)"
The SconeWitch,"35 Beechwood Avenue, Ottawa, ON K1M 1M1",NA,NA,NA,"Bakeries, Coffee &amp; Tea, Breakfast &amp; Brunch",NA,NA,bakery,45.439713,-75.6769512,"c(369190.045305627, 5033638.50628071)"
St-Charles Food Market,"46 St Charles St, Vanier, ON K1L 7Z1",NA,45.4395935,-75.6722276,NA,NA,NA,grocery,45.4395935,-75.6722276,"c(369559.72575211, 5033629.01981777)"
Ste Anne Convenience,"308 Shakespeare St, Vanier, ON K1L 5M4",NA,45.4395184,-75.6592304,NA,NA,NA,grocery,45.4395184,-75.6592304,"c(370576.631507922, 5033631.22397376)"
METRO,"50 Beechwood Avenue, Ottawa, ON K1L 8B3",613-744-6676,45.43953,-75.67625,Metro Beechwood,"Ottawa, ON K1L 8B3",2021-05-01,grocery,45.4394956,-75.6756442,"c(369292.544169384, 5033615.39427789)"
Shell,"20 BEECHWOOD AVE, VANIER, Ontario, K1L 8B3",+1 613 744 4228,45.4394218,-75.6765185,NA,NA,NA,convenience,45.4394218,-75.6765185,"c(369224.228353706, 5033606.49208063)"
Mac's,"395 Montreal Road, OTTAWA, Canada",(613) 742-5004,45.4390106,-75.6539378,"gas, atm, coffee, polar_pop, froster",NA,NA,convenience,45.4390106,-75.6539378,"c(370991.285272007, 5033579.13577819)"
Mini Confectionery,"273 Montfort St, Vanier, ON K1L 5N8",NA,45.4389471,-75.6615451,NA,NA,NA,grocery,45.4389471,-75.6615451,"c(370396.205841597, 5033565.8450336)"
Kabul Food Market,"355 Montreal Rd, Vanier, ON K1L 6B1",NA,45.4387791,-75.6550612,NA,NA,NA,grocery,45.4387791,-75.6550612,"c(370903.667012995, 5033552.48524694)"
Variety Convenience Store,"277 Granville St, Vanier, ON K1L 6Z3",NA,45.4382601,-75.656007,Convenience Stores,NA,NA,convenience,45.4382601,-75.656007,"c(370830.277935651, 5033494.03216276)"
FidÃ©lice,"262 Saint-Joseph Blvd, Gatineau, QC J8Y 3X8",NA,NA,NA,Bakeries,NA,NA,bakery,45.4372481,-75.7326373,"c(364836.140716018, 5033321.50007174)"
Firehouse Subs,"2014 Ogilvie Rd., Gloucester, ON K1J 7N9",NA,NA,NA,"Sandwiches, Fast Food, Delis",NA,NA,deli meat cheese,45.4369307,-75.6037275,"c(374922.036942173, 5033390.55743206)"
Al Sham Food & Meat Market,"275 Montreal Rd, Ottawa, ON",(613) 745-2477,45.4369057,-75.66009649,Grocery,NA,2021-07-06,grocery,45.4368769,-75.6600995,"c(370511.704715646, 5033336.96596822)"
Boutique La LumiâˆšÂ®re,"267 Chemin, Montreal Rd, Vanier, ON K1L 6C4",NA,45.4367652,-75.6604753,NA,NA,NA,grocery,45.4367652,-75.6604753,"c(370482.432693345, 5033324.24582403)"
Mama Cora Latin Market,"274 Montreal Rd, Vanier, ON K1L 6C3",NA,45.4366197,-75.6598836,NA,NA,NA,grocery,45.4366197,-75.6598836,"c(370528.894791303, 5033308.56003402)"
Durocher Market,"200 Durocher Street, Vanier, ON K1L 7S4",NA,45.4364772,-75.6664526,Convenience Stores,NA,NA,convenience,45.4364772,-75.6664526,"c(370015.115053333, 5033287.37564953)"
Petro-Canada,"210 boulevard St-Raymond, Gatineau, Quebec, J9A3H6",8197766767,45.4364466,-75.7661968,NA,NA,NA,convenience,45.4364466,-75.7661968,"c(362211.361571654, 5033207.92242643)"
Canadian Tire Gas Bar,"2006 Ogilvie Road, Gloucester, ON, K1J 8X3",6137486395,45.435946,-75.6057919,NA,NA,NA,convenience,45.435946,-75.6057919,"c(374761.74070628, 5033279.33052271)"
La BoÃ®te Ã  Grains,"25C Boulevard du Plateau, Gatineau, QC J9A 3G1",NA,NA,NA,Health Food Store,NA,NA,health store,45.4358672,-75.7688723,"c(362002.621132899, 5033141.62756036)"
La Colonia Groceries,"345 Richelieu Ave, Vanier, ON K1L 6J7",(613) 745-2274,NA,NA,NA,NA,NA,grocery,45.4354843,-75.6549629,"c(370915.20531113, 5033186.41809963)"
Canadian Tire Gas Bar,"2010 Ogilvie Road, Gloucester, ON, K1J 8X3",6137480637,45.435066,-75.606445,NA,NA,NA,convenience,45.435066,-75.606445,"c(374711.729711854, 5033180.96899827)"
Costco,"1405 Blair Towers Place, Ottawa, ON",(613) 691-7607,45.43506556,-75.60338393,Grocery,NA,2021-07-06,grocery,45.4349421,-75.6034548,"c(374945.836166547, 5033169.80415118)"
Circle K,"80 Madawaska Street, ARNPRIOR, Canada",NA,45.4347485,-76.3555146,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,NA,convenience,45.4347485,-76.3555146,"c(316104.604971305, 5032767.42723612)"
Jasmin Market,"335 Lacasse Ave, Vanier, ON K1L 7A8",NA,45.4344553,-75.6565371,NA,NA,NA,grocery,45.4344553,-75.6565371,"c(370793.240380754, 5033070.77327668)"
Shoppers,"150 Montreal Rd. , Ottawa",(613) 842-7544,45.4343364,-75.6646177,NA,NA,NA,grocery,45.4343364,-75.6646177,"c(370161.145376759, 5033050.96041569)"
ESSO CIRCLE K,"120 MONTREAL RD, VANIER, ON",NA,45.4340001,-75.6660956,NA,NA,NA,convenience,45.4340001,-75.6660956,"c(370045.90066782, 5033012.38757293)"
Giant Tiger,"80 Elgin Street West, Arnprior, ON, K7S 1N5",613-623-6203,45.4339729,-76.3560647,NA,NA,NA,convenience,45.4339729,-76.3560647,"c(316061.71915617, 5032681.15828981)"
Blue Nile Grocery Store,"168 King Edward Ave, Ottawa, ON K1N 7L3",(613) 562-1532,45.43382463,-75.69050489,Convenience Stores,NA,2021-07-06,grocery,45.433828,-75.6904511,"c(368140.484985251, 5032973.78993258)"
Donna's Friendly Store,"157 Cathcart St, Ottawa, ON K1N 5C1",NA,45.4336358,-75.695023,NA,NA,NA,grocery,45.4336358,-75.695023,"c(367782.985866557, 5032948.84003078)"
County Line Arnprior,"150 Madawaska Boulevard, Arnprior, ON",613-623-6303,45.43355,-76.3432962,NA,NA,NA,convenience,45.43355,-76.3432962,"c(317060.837767888, 5032636.02910737)"
Mr. Gas,"1970 Ogilvie Road, Gloucester, Ontario, K1J 9M8",613-744-0759,45.4334134,-75.6126406,NA,NA,NA,convenience,45.4334134,-75.6126406,"c(374229.013146857, 5032991.94948071)"
Gigi's Market Lalanne Multi-services,"23 Montreal Rd, Vanier, ON K1L 6E8",NA,45.4333303,-75.6690121,NA,NA,NA,grocery,45.4333303,-75.6690121,"c(369818.478827512, 5032935.59120412)"
Shell,"1 MONTREAL RD, VANIER, Ontario, K1L 6E8",+1 613 749 0775,45.4331764,-75.6696308,NA,NA,NA,convenience,45.4331764,-75.6696308,"c(369770.246906635, 5032917.98841198)"
Petro-Canada,"42 Montreal Road, Vanier, Ontario, K1L6E7",6137494942,45.4331463,-75.6683331,NA,NA,NA,convenience,45.4331463,-75.6683331,"c(369871.816828346, 5032915.69268083)"
Hasty Market,"596 Rideau St, Ottawa, ON K1N 6A2",NA,45.4329124,-75.6754193,NA,NA,NA,grocery,45.4329124,-75.6754193,"c(369317.640855066, 5032883.99004949)"
Deli Express,"177 Saint-Joseph Blvd, Gatineau, QC J8Y 3X1",NA,NA,NA,"Delis, Sandwiches",NA,NA,deli meat cheese,45.4328434,-75.7333682,"c(364783.623859058, 5032831.46460035)"
Ultramar,"190, Rue St-RÃ©dempteur, Gatineau (Hull), QC, J8X2S9",(819) 771-9797,45.4327124,-75.7214485,NA,NA,NA,convenience,45.4327124,-75.7214485,"c(365716.397921838, 5032825.86666023)"
Kaz's Kitchen & Grocery,"207 Guigues Ave, Ottawa, ON",(613) 789-3210,45.43276234,-75.69117963,Grocery,NA,2021-07-06,grocery,45.4326539,-75.6911401,"c(368087.888870157, 5032842.77093371)"
I Deal Coffee,"176 Dalhousie Street, Ottawa, ON K1N 7C6",NA,NA,NA,Coffee &amp; Tea,NA,NA,bakery,45.432541,-75.6944843,"c(367826.353445591, 5032827.5980795)"
Dollarama,"1980 Ogilvie Rd, Gloucester, ON, K1J9L3",16137418122,45.4325275,-75.6098258,NA,NA,NA,convenience,45.4325275,-75.6098258,"c(374450.339033294, 5032895.93442628)"
Gateway Newstand Blair Bus Terminal,"1980 Ogilvie Road, Gloucester, ON K1J 9L3",NA,NA,NA,NA,NA,NA,convenience,45.4325275,-75.6098258,"c(374450.339033294, 5032895.93442628)"
International News,"1980 Ogilvie Rd, Ottawa, ON K1J 9L3",NA,45.4325275,-75.6098258,Convenience Stores,NA,NA,convenience,45.4325275,-75.6098258,"c(374450.339033294, 5032895.93442628)"
